Project Name,Description,API URL,Github URL,Last Updated,Link URL,Organization Name,Organization API URL,Organization City,Organization Website,,,,,,,,,,
gtfs-realtime-display,Google Transit Feed Specificiation viewer,http://codeforamerica.org/api/projects/33342,https://github.com/civicdata/gtfs-realtime-display,Google Transit Feed Specificiation viewer,(null),Civic Data Alliance,http://codeforamerica.org/api/organizations/Civic-Data-Alliance,Louisville_ KY,http://www.civicdataalliance.org/,,,,,,,,,,
tokenFinder,tokenFinder is a mobile-friendly site that does precisely one thing: tells you where you can find Septa tokens (within a few miles).,http://codeforamerica.org/api/projects/36740,https://github.com/joedougherty/tokenFinder,tokenFinder is a mobile-friendly site that does precisely one thing: tells you where you can find Septa tokens (within a few miles).,http://www.tokenfinder.org,Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,,,,,
GTFS-realtime-JSON,Online JS Google Maps API application that pulls in real time structured JSON to create a live map of all busses/trains in a city's GTFS transportation network.,http://codeforamerica.org/api/projects/33343,https://github.com/civicdata/GTFS-realtime-JSON,Online JS Google Maps API application that pulls in real time structured JSON to create a live map of all busses/trains in a city's GTFS transportation network.,(null),Civic Data Alliance,http://codeforamerica.org/api/organizations/Civic-Data-Alliance,Louisville_ KY,http://www.civicdataalliance.org/,,,,,,,,,,
FormTimer,WARNING: Unstable,use at your own risk! Refactor coming soon. -- Time your forms. Make them easier.,http://codeforamerica.org/api/projects/34628,https://github.com/presidential-innovation-fellows/FormTimer,WARNING: Unstable,use at your own risk! Refactor coming soon. -- Time your forms. Make them easier.,,Presidential Innovation Fellows,http://codeforamerica.org/api/organizations/Presidential-Innovation-Fellows,Washington_ DC,http://presidentialinnovation.org/,,,,,,,,
test_repo,(null),http://codeforamerica.org/api/projects/36593,https://github.com/codeforamerica/test_repo,(null),(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
cfa_template,A list of templates for Github projects,http://codeforamerica.org/api/projects/36234,https://github.com/codeforamerica/cfa_template,A list of templates for Github projects,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
actNow-Android,Android component for the actNow petitioning app,http://codeforamerica.org/api/projects/35997,https://github.com/CodeForAfrica/actNow-Android,Android component for the actNow petitioning app,(null),Code for Nigeria,http://codeforamerica.org/api/organizations/Code-for-Nigeria,Lagos_ Nigeria,http://code4nigeria.org,,,,,,,,,,
actNow-Android,Android component for the actNow petitioning app,http://codeforamerica.org/api/projects/35868,https://github.com/CodeForAfrica/actNow-Android,Android component for the actNow petitioning app,(null),Code for Kenya,http://codeforamerica.org/api/organizations/Code-for-Kenya,Nairobi_ Kenya,http://code4kenya.org,,,,,,,,,,
actNow-Android,Android component for the actNow petitioning app,http://codeforamerica.org/api/projects/33151,https://github.com/CodeForAfrica/actNow-Android,Android component for the actNow petitioning app,(null),Code for Ghana,http://codeforamerica.org/api/organizations/Code-for-Ghana,Accra_ Ghana,http://codeforghana.org,,,,,,,,,,
actNow-Android,Android component for the actNow petitioning app,http://codeforamerica.org/api/projects/35943,https://github.com/CodeForAfrica/actNow-Android,Android component for the actNow petitioning app,(null),Code for Africa,http://codeforamerica.org/api/organizations/Code-for-Africa,,http://www.codeforafrica.org/,,,,,,,,,,
kuansim-mockdata,mockdata_generator,http://codeforamerica.org/api/projects/34486,https://github.com/g0v/kuansim-mockdata,mockdata_generator,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
opensaltlake.github.io,Jekyll site for opensaltlake.org,http://codeforamerica.org/api/projects/33280,https://github.com/OpenSaltLake/opensaltlake.github.io,Jekyll site for opensaltlake.org,(null),Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
staging-site,A simple static site,http://codeforamerica.org/api/projects/33266,https://github.com/opennebraska/staging-site,A simple static site,https://opennebraska.io/,Open Nebraska,http://codeforamerica.org/api/organizations/Open-Nebraska,Omaha_ NE,http://opennebraska.io/,,,,,,,,,,
Austin Restaurant Scores,Query Austin/Travis County Health Department restaurant inspection scores.,http://codeforamerica.org/api/projects/36639,https://github.com/open-austin/atx-restaurant-scores,Query Austin/Travis County Health Department restaurant inspection scores.,http://open-austin.github.io/atx-restaurant-scores/public/index.html,Open Austin,http://codeforamerica.org/api/organizations/Open-Austin,Austin_ TX,http://www.open-austin.org/,,,,,,,,,,
web-scraping,Demo para hacer web-scraping de el Diario Oficial de la Federación con Scrapy,http://codeforamerica.org/api/projects/34717,https://github.com/CodeandoMexico/web-scraping,Demo para hacer web-scraping de el Diario Oficial de la Federación con Scrapy,(null),Codeando México,http://codeforamerica.org/api/organizations/Codeando-México,Mexico City_ Mexico,http://codeandomexico.org,,,,,,,,,,
government.github.com,Gather,curate,and feature stories of public servants and civic hackers using GitHub as part of their open government innovations,http://codeforamerica.org/api/projects/32995,https://github.com/codefortomorrow/government.github.com,Gather,curate,and feature stories of public servants and civic hackers using GitHub as part of their open government innovations,http://government.github.com/,Code for Tomorrow,http://codeforamerica.org/api/organizations/Code-for-Tomorrow,Taiwan,http://codefortomorrow.org/,,,,,,
fish-stocking-schedule,Vermont Fish & Wildlife Stocking Schedule,http://codeforamerica.org/api/projects/34743,https://github.com/codeforbtv/fish-stocking-schedule,Vermont Fish & Wildlife Stocking Schedule,(null),Code for BTV,http://codeforamerica.org/api/organizations/Code-for-BTV,Burlington_ VT,http://codeforbtv.org/,,,,,,,,,,
SolarPower,Using an Adafruit INA219 breakout board and a TIP120 transistor to measure and control high-voltage devices (i.e. solar panels,solar loads,etc),http://codeforamerica.org/api/projects/34816,https://github.com/Code4Maine/SolarPower,Using an Adafruit INA219 breakout board and a TIP120 transistor to measure and control high-voltage devices (i.e. solar panels,solar loads,etc),(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,
Cereal-Hack-3,Cereal Hack III 2013,http://codeforamerica.org/api/projects/33428,https://github.com/code4sac/Cereal-Hack-3,Cereal Hack III 2013,(null),Code for Sacramento,http://codeforamerica.org/api/organizations/Code-for-Sacramento,Sacramento_ CA,http://codeforsacramento.org/,,,,,,,,,,
branding-assets,This is a collection of logos,graphics,text,etc,that projects can use to co-brand with Code for DC.,http://codeforamerica.org/api/projects/34357,https://github.com/codefordc/branding-assets,This is a collection of logos,graphics,text,etc,that projects can use to co-brand with Code for DC.,(null),Code for DC,http://codeforamerica.org/api/organizations/Code-for-DC,Washington_ DC,http://codefordc.org/,,
government.github.com,Gather,curate,and feature stories of public servants and civic hackers using GitHub as part of their open government innovations,http://codeforamerica.org/api/projects/34697,https://github.com/CodeandoMexico/government.github.com,Gather,curate,and feature stories of public servants and civic hackers using GitHub as part of their open government innovations,http://government.github.com/,Codeando México,http://codeforamerica.org/api/organizations/Codeando-México,Mexico City_ Mexico,http://codeandomexico.org,,,,,,
nyc-compstat-api,,http://codeforamerica.org/api/projects/36457,https://github.com/codeforamerica/nyc-compstat-api,,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
chartchap,(null),http://codeforamerica.org/api/projects/36002,https://github.com/CodeForAfrica/chartchap,(null),(null),Code for Nigeria,http://codeforamerica.org/api/organizations/Code-for-Nigeria,Lagos_ Nigeria,http://code4nigeria.org,,,,,,,,,,
chartchap,(null),http://codeforamerica.org/api/projects/33156,https://github.com/CodeForAfrica/chartchap,(null),(null),Code for Ghana,http://codeforamerica.org/api/organizations/Code-for-Ghana,Accra_ Ghana,http://codeforghana.org,,,,,,,,,,
chartchap,(null),http://codeforamerica.org/api/projects/35948,https://github.com/CodeForAfrica/chartchap,(null),(null),Code for Africa,http://codeforamerica.org/api/organizations/Code-for-Africa,,http://www.codeforafrica.org/,,,,,,,,,,
chartchap,(null),http://codeforamerica.org/api/projects/35873,https://github.com/CodeForAfrica/chartchap,(null),(null),Code for Kenya,http://codeforamerica.org/api/organizations/Code-for-Kenya,Nairobi_ Kenya,http://code4kenya.org,,,,,,,,,,
rfpez-reports,,http://codeforamerica.org/api/projects/34647,https://github.com/presidential-innovation-fellows/rfpez-reports,,(null),Presidential Innovation Fellows,http://codeforamerica.org/api/organizations/Presidential-Innovation-Fellows,Washington_ DC,http://presidentialinnovation.org/,,,,,,,,,,
badges.codeforamerica.org,badges for mozillians!,http://codeforamerica.org/api/projects/35018,https://github.com/codefortulsa/badges.codeforamerica.org,badges for mozillians!,badges.mozilla.org,Code for Tulsa,http://codeforamerica.org/api/organizations/Code-for-Tulsa,Tulsa_ OK,http://codefortulsa.org/,,,,,,,,,,
uta-wrapper,(null),http://codeforamerica.org/api/projects/33284,https://github.com/OpenSaltLake/uta-wrapper,(null),(null),Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
pipeline,App Pipeline,http://codeforamerica.org/api/projects/33452,https://github.com/code4sac/pipeline,App Pipeline,(null),Code for Sacramento,http://codeforamerica.org/api/organizations/Code-for-Sacramento,Sacramento_ CA,http://codeforsacramento.org/,,,,,,,,,,
codeforphilly.org,,http://codeforamerica.org/api/projects/33322,https://github.com/codeforjapan/codeforphilly.org,,(null),Code for Japan,http://codeforamerica.org/api/organizations/Code-for-Japan,Japan,http://code4japan.org,,,,,,,,,,
open311-api-tests,Tests the Chicago Open311 API,http://codeforamerica.org/api/projects/34108,https://github.com/ryanbriones/open311-api-tests,Tests the Chicago Open311 API,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
streetmix,Design,remix,and share your street – all in your browser! Add bike paths,widen sidewalks or traffic lanes,learn how all of this can impact your community.,http://codeforamerica.org/api/projects/34910,https://github.com/kodujdlapolski/streetmix,Design,remix,and share your street – all in your browser! Add bike paths,widen sidewalks or traffic lanes,learn how all of this can impact your community.,http://streetmix.net,Code for Poland,http://codeforamerica.org/api/organizations/Code-for-Poland,Warsaw_ Poland,http://epf.org.pl/kodujdlapolski/,,
government.github.com,Gather,curate,and feature stories of public servants and civic hackers using GitHub as part of their open government innovations,http://codeforamerica.org/api/projects/35225,https://github.com/openlexington/government.github.com,Gather,curate,and feature stories of public servants and civic hackers using GitHub as part of their open government innovations,http://government.github.com/,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,
adopt-a-sidewalk,Chicago-based website for collecting and displaying resident submissions around snow emergencies. More here: http://www.smartchicagocollaborative.org/improving-adopt-a-sidewalk/,http://codeforamerica.org/api/projects/34149,https://github.com/cfachicago/adopt-a-sidewalk,Chicago-based website for collecting and displaying resident submissions around snow emergencies. More here: http://www.smartchicagocollaborative.org/improving-adopt-a-sidewalk/,http://adopt.chicagoshovels.org/,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
datamandering,,http://codeforamerica.org/api/projects/34117,https://github.com/jpfahrenbach/datamandering,,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
batchbook-tagger,experiments with the batchbook api,http://codeforamerica.org/api/projects/36188,https://github.com/codeforamerica/batchbook-tagger,experiments with the batchbook api,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
ArcConsole,ArcConsole is a simple,intuitive console for the ArcGIS Server REST API. It's intended for people not familiar with the ArcGIS REST API or users that want to get their data quickly and move on with their application. It does this by making some decisions for you,like for instance since you're on the internet the spatial reference you're using is probably WGS 84 (4326). It also uses JavaScript libraries like Chosen and Leaflet Draw to help you construct your query parameters how you need them.,http://codeforamerica.org/api/projects/36762,https://github.com/CityOfPhiladelphia/arc-console,ArcConsole is a simple,intuitive console for the ArcGIS Server REST API. It's intended for people not familiar with the ArcGIS REST API or users that want to get their data quickly and move on with their application. It does this by making some decisions for you,like for instance since you're on the internet the spatial reference you're using is probably WGS 84 (4326). It also uses JavaScript libraries like Chosen and Leaflet Draw to help you construct your query parameters how you need them.,http://ph.ly/console,Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,
food-poison.us,Got food poisoning? Tell us about it.,http://codeforamerica.org/api/projects/34181,https://github.com/jpvelez/food-poison.us,Got food poisoning? Tell us about it.,,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
georeport-api-blueprint,Interactive API & Documentation for Open311 GeoReport v2,http://codeforamerica.org/api/projects/33510,https://github.com/Code-for-Miami/georeport-api-blueprint,Interactive API & Documentation for Open311 GeoReport v2,,Code for Miami,http://codeforamerica.org/api/organizations/Code-for-Miami,Miami_ FL,http://codeformiami.org/,,,,,,,,,,
ctaalerts,CTA Alerts api class,http://codeforamerica.org/api/projects/34184,https://github.com/harperreed/ctaalerts,CTA Alerts api class,,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
kuansim_chrome,google chrome extension for kuansim,http://codeforamerica.org/api/projects/34488,https://github.com/g0v/kuansim_chrome,google chrome extension for kuansim,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
seattle-active-business-licenses,,http://codeforamerica.org/api/projects/33492,https://github.com/codeforseattle/seattle-active-business-licenses,,(null),Code for Seattle,http://codeforamerica.org/api/organizations/Code-for-Seattle,Seattle_ WA,http://codeforseattle.org/,,,,,,,,,,
bus-alert,Lexington mobile app to remind you when your bus is approaching,http://codeforamerica.org/api/projects/35216,https://github.com/openlexington/bus-alert,Lexington mobile app to remind you when your bus is approaching,(null),Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,,,
procure-io,Procurement software for the 21st century.,http://codeforamerica.org/api/projects/36512,https://github.com/codeforamerica/procure-io,Procurement software for the 21st century.,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
feedback-form,Web app plugin for quick and easy site feedback using a google form,http://codeforamerica.org/api/projects/36333,https://github.com/codeforamerica/feedback-form,Web app plugin for quick and easy site feedback using a google form,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
listening,,http://codeforamerica.org/api/projects/34498,https://github.com/g0v/listening,,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
oakland,oakland,http://codeforamerica.org/api/projects/36458,https://github.com/codeforamerica/oakland,oakland,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
C4PAT-App,The web app locates places of permaculture and appropriate technology around you.,http://codeforamerica.org/api/projects/34088,https://github.com/stevevance/C4PAT-App,The web app locates places of permaculture and appropriate technology around you.,http://stevevance.net/c4pat,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
windygrid,Some static assets for the Chicago superduperuber dashboard,http://codeforamerica.org/api/projects/36629,https://github.com/codeforamerica/windygrid,Some static assets for the Chicago superduperuber dashboard,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
chicago-card-crawler,A crawler for the chicago card plus website.,http://codeforamerica.org/api/projects/34170,https://github.com/harperreed/chicago-card-crawler,A crawler for the chicago card plus website.,,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
openslc.org,openSLC.org,http://codeforamerica.org/api/projects/33282,https://github.com/OpenSaltLake/openslc.org,openSLC.org,(null),Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
ctabustracker,A python wrapper for the Chicago Transit Authority's Bustracker API.,http://codeforamerica.org/api/projects/34126,https://github.com/newsapps/ctabustracker,A python wrapper for the Chicago Transit Authority's Bustracker API.,http://apps.chicagotribune.com/,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
madisonapis,Madison APIs 2.0!,http://codeforamerica.org/api/projects/35101,https://github.com/HackingMadison/madisonapis,Madison APIs 2.0!,(null),Hacking Madison,http://codeforamerica.org/api/organizations/Hacking-Madison,Madison_WI,http://hackingmadison.org,,,,,,,,,,
mapper,community mapping tools,http://codeforamerica.org/api/projects/36426,https://github.com/codeforamerica/mapper,community mapping tools,http://max.couchone.com/mapper/_design/app/index.html,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
smartPDF,city-wide pdf solution,http://codeforamerica.org/api/projects/36567,https://github.com/codeforamerica/smartPDF,city-wide pdf solution,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
charitylocator,Charity Locator,http://codeforamerica.org/api/projects/35011,https://github.com/CodeForSummitCounty/charitylocator,Charity Locator,,Code for Summit County,http://codeforamerica.org/api/organizations/Code-for-Summit-County,Akron_ OH,http://codeforsummitcounty.org/,,,,,,,,,,
styling_open_data_catalog,Static HTML and resources to change the style of the Open Data Catalog.,http://codeforamerica.org/api/projects/36588,https://github.com/codeforamerica/styling_open_data_catalog,Static HTML and resources to change the style of the Open Data Catalog.,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
boston-scrapers,Scripts and programs to extract data from the City of Boston,http://codeforamerica.org/api/projects/36203,https://github.com/codeforamerica/boston-scrapers,Scripts and programs to extract data from the City of Boston,http://datacouch.com/newurbanmechs,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
cftc,Code for the Caribbean Drupal 7 theme based on Twitter's Bootstrap,http://codeforamerica.org/api/projects/34378,https://github.com/CodeForTheCaribbean/cftc,Code for the Caribbean Drupal 7 theme based on Twitter's Bootstrap,(null),Code for the Caribbean,http://codeforamerica.org/api/organizations/Code-for-the-Caribbean,Kingston_ Jamaica,http://www.codeforthecaribbean.org/,,,,,,,,,,
openblock,This is a repository for OpenBlock code with a set of issues associated with it.,http://codeforamerica.org/api/projects/34161,https://github.com/danxoneil/openblock,This is a repository for OpenBlock code with a set of issues associated with it.,,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
civicneeds,Connecting resident needs with civic developers.,http://codeforamerica.org/api/projects/34160,https://github.com/ryanbriones/civicneeds,Connecting resident needs with civic developers.,,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
survey,Code used to run demographic and various other surveys on mySociety sites.,http://codeforamerica.org/api/projects/35840,https://github.com/mysociety/survey,Code used to run demographic and various other surveys on mySociety sites.,(null),mySociety,http://codeforamerica.org/api/organizations/mySociety,Oxford_ UK,https://www.mysociety.org/,,,,,,,,,,
tipster,PPD Tip Submission App,http://codeforamerica.org/api/projects/36600,https://github.com/codeforamerica/tipster,PPD Tip Submission App,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
open_data_upload,,http://codeforamerica.org/api/projects/36494,https://github.com/codeforamerica/open_data_upload,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
srtracker,Open311 Service Request Status Site,http://codeforamerica.org/api/projects/33361,https://github.com/Chicago/srtracker,Open311 Service Request Status Site,(null),City of Chicago Department of Innovation and Technology,http://codeforamerica.org/api/organizations/City-of-Chicago-Department-of-Innovation-and-Technology,Chicago_ IL,http://www.cityofchicago.org/city/en/depts/doit.html,,,,,,,,,,
srtracker,Open311 Service Request Status Site,http://codeforamerica.org/api/projects/35926,https://github.com/Chicago/srtracker,Open311 Service Request Status Site,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
faa_python,Python wrapper for the FAA API,http://codeforamerica.org/api/projects/36326,https://github.com/codeforamerica/faa_python,Python wrapper for the FAA API,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
geo,geo.openlexington.org - an openstreetmap server for fayette county kentucky,http://codeforamerica.org/api/projects/35224,https://github.com/openlexington/geo,geo.openlexington.org - an openstreetmap server for fayette county kentucky,,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,,,,,,,,,
CivicBudget,System do generowanie budżetów obywatelskich,http://codeforamerica.org/api/projects/34900,https://github.com/kodujdlapolski/CivicBudget,System do generowanie budżetów obywatelskich,(null),Code for Poland,http://codeforamerica.org/api/organizations/Code-for-Poland,Warsaw_ Poland,http://epf.org.pl/kodujdlapolski/,,,,,,,,,,
CityAlerts,,http://codeforamerica.org/api/projects/34898,https://github.com/kodujdlapolski/CityAlerts,,(null),Code for Poland,http://codeforamerica.org/api/organizations/Code-for-Poland,Warsaw_ Poland,http://epf.org.pl/kodujdlapolski/,,,,,,,,,,
CityNotify,City services notify,http://codeforamerica.org/api/projects/34899,https://github.com/kodujdlapolski/CityNotify,City services notify,(null),Code for Poland,http://codeforamerica.org/api/organizations/Code-for-Poland,Warsaw_ Poland,http://epf.org.pl/kodujdlapolski/,,,,,,,,,,
kenya-TJRC-final-report,An accessible version of the Final Report of The Truth Justice and Reconciliation Commission of Kenya,http://codeforamerica.org/api/projects/35793,https://github.com/mysociety/kenya-TJRC-final-report,An accessible version of the Final Report of The Truth Justice and Reconciliation Commission of Kenya,(null),mySociety,http://codeforamerica.org/api/organizations/mySociety,Oxford_ UK,https://www.mysociety.org/,,,,,,,,,,
velociped.es,Velocipeds,http://codeforamerica.org/api/projects/34198,https://github.com/tkompare/velociped.es,Velocipeds,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
ww-simulation,The simulation of g0v graph server,http://codeforamerica.org/api/projects/34617,https://github.com/g0v/ww-simulation,The simulation of g0v graph server,(null),g0v.tw,http://codeforamerica.org/api/organizations/g0v.tw,Taipei_ Taiwan,http://g0v.tw/,,,,,,,,,,
Training,Fellowship training excersizes,http://codeforamerica.org/api/projects/34383,https://github.com/CodeForTheCaribbean/Training,Fellowship training excersizes,(null),Code for the Caribbean,http://codeforamerica.org/api/organizations/Code-for-the-Caribbean,Kingston_ Jamaica,http://www.codeforthecaribbean.org/,,,,,,,,,,
microsoft_open_data_python,Python wrapper for Microsoft's Open Data API,http://codeforamerica.org/api/projects/36434,https://github.com/codeforamerica/microsoft_open_data_python,Python wrapper for Microsoft's Open Data API,http://ogdisdk.cloudapp.net/,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
intern-game,Practice pulling and pushing,http://codeforamerica.org/api/projects/36398,https://github.com/codeforamerica/intern-game,Practice pulling and pushing,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
tweetstreamwrapper,Wrapper for python tweetstream library; handles connection failures,makes it easier to put tweets in mongo / redis / etc. Definitely under construction.,http://codeforamerica.org/api/projects/33362,https://github.com/Chicago/tweetstreamwrapper,Wrapper for python tweetstream library; handles connection failures,makes it easier to put tweets in mongo / redis / etc. Definitely under construction.,,City of Chicago Department of Innovation and Technology,http://codeforamerica.org/api/organizations/City-of-Chicago-Department-of-Innovation-and-Technology,Chicago_ IL,http://www.cityofchicago.org/city/en/depts/doit.html,,,,,,,,
localwiki-stats,the beginnings of a site that shows stats of various LocalWiki sites.,http://codeforamerica.org/api/projects/33488,https://github.com/codeforseattle/localwiki-stats,the beginnings of a site that shows stats of various LocalWiki sites.,http://codeforseattle.github.com/localwiki-stats/,Code for Seattle,http://codeforamerica.org/api/organizations/Code-for-Seattle,Seattle_ WA,http://codeforseattle.org/,,,,,,,,,,
hopper,hopperVM,http://codeforamerica.org/api/projects/36857,https://github.com/sc3/hopper,hopperVM,(null),FreeGeekChicago,http://codeforamerica.org/api/organizations/FreeGeekChicago,Chicago_ IL,http://www.freegeekchicago.org/,,,,,,,,,,
civic-innovation-summer,Civic Innovation Summer,http://codeforamerica.org/api/projects/32934,https://github.com/smartchicago/civic-innovation-summer,Civic Innovation Summer,(null),Smart Chicago Collaborative,http://codeforamerica.org/api/organizations/Smart-Chicago-Collaborative,Chicago_ IL,http://www.smartchicagocollaborative.org/,,,,,,,,,,
ChicagoEnergy,,http://codeforamerica.org/api/projects/35930,https://github.com/Chicago/ChicagoEnergy,,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
ChicagoEnergy,,http://codeforamerica.org/api/projects/33349,https://github.com/Chicago/ChicagoEnergy,,(null),City of Chicago Department of Innovation and Technology,http://codeforamerica.org/api/organizations/City-of-Chicago-Department-of-Innovation-and-Technology,Chicago_ IL,http://www.cityofchicago.org/city/en/depts/doit.html,,,,,,,,,,
Open311-Visualization,Code for America labs project visualizing Open311 data,http://codeforamerica.org/api/projects/36477,https://github.com/codeforamerica/Open311-Visualization,Code for America labs project visualizing Open311 data,http://www.codeforamerica.org,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
Mashups,South Bend data portal mashups,http://codeforamerica.org/api/projects/35115,https://github.com/HackMichiana/Mashups,South Bend data portal mashups,(null),Hack Michiana,http://codeforamerica.org/api/organizations/Hack-Michiana,South Bend_ IN,http://codejot.com/hackmichiana/,,,,,,,,,,
open311-clj,A clojure library for connecting to HTTP APIs that implement the Open311 GeoReport v2 specification.,http://codeforamerica.org/api/projects/34202,https://github.com/ryanbriones/open311-clj,A clojure library for connecting to HTTP APIs that implement the Open311 GeoReport v2 specification.,(null),Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
can-my-food-truck-park-here,An app to help food trucks find legal parking spots in Chicago using open business license data from 2012.,http://codeforamerica.org/api/projects/34196,https://github.com/jpvelez/can-my-food-truck-park-here,An app to help food trucks find legal parking spots in Chicago using open business license data from 2012.,food-truck.herokuapp.com,Open Gov Hack Night,http://codeforamerica.org/api/organizations/Open-Gov-Hack-Night,Chicago_ IL,http://opengovhacknight.org,,,,,,,,,,
Enter/Return,Original Idea: http://studiocns.org/enterreturn/,http://codeforamerica.org/api/projects/36780,https://github.com/corydissinger/geotrellis-transit,Original Idea: http://studiocns.org/enterreturn/,(null),Code for Philly,http://codeforamerica.org/api/organizations/Code-for-Philly,Philadelphia_ PA,http://codeforphilly.org/,,,,,,,,,,
